DocId,phase,occupation,occupation_code,level,level_code,year,step,year_source,month,end,profile,position,Institution,sublevel,category_final,sector_code,Code,category_main,category,city,province_country,area,area2,area_code
imh-11-72,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Teacher,Hunan Polytechnic Institute,NA,education,EDU,EDU,education,education: technical,Changsha,Hunan,Other,Central,C1
imh-11-93,POST-US,academic,O1,Senior,L4,1914,1,1911,NA,1915,academic,Professor of Mechanical Engineering,Hunan Polytechnic Institute,NA,education,EDU,EDU,education,education: technical,Changsha,Hunan,Other,Central,C1
imh-11-205,POST-US,academic,O1,Senior,L4,1916,1,1916,NA,NA,academic,Professor of English and Economics,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-325,POST-US,academic,O1,Top Executive,L6,1911,4,1908,NA,1912,academic,President,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-384,POST-US,academic,O1,Mid-level,L3,1913,2,1912,NA,NA,academic,Teacher,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-384,POST-US,academic,O1,Executive,L5,1914,3,1914,NA,1916,academic,Dean,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-39,POST-US,consulting-professional,O6,Mid-level,L3,1910,1,1910,NA,1911,other,Resident Physician,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-393,POST-US,academic,O1,Senior,L4,1914,1,1914,NA,NA,academic,Professor of Mathematics,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-393,POST-US,academic,O1,Senior,L4,1915,2,1915,NA,1916,academic,Proctor,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-4,POST-US,academic,O1,Senior,L4,1905,4,1905,NA,NA,academic,Proctor,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-40,POST-US,academic,O1,Senior,L4,1910,1,1910,NA,1911,academic,Professor of English and Economics,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-47,POST-US,academic,O1,Mid-level,L3,1914,1,1914,NA,NA,academic,Teacher,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-68,POST-US,academic,O1,Senior,L4,1916,4,1916,NA,NA,academic,Professor of English,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-71,POST-US,academic,O1,Senior,L4,1912,2,1912,NA,NA,academic,Professor,Tangshan Railway and Engineering College,NA,education,EDU,EDU,education,education: technical,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-161,POST-US,academic,O1,Mid-level,L3,1881,1,1881,NA,1884,academic,Teacher,Tientsin Telegraph School,NA,education,EDU,EDU,education,education: technical,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-20,POST-US,academic,O1,Junior,L2,1914,1,1914,NA,NA,academic,Instructor,Chihli Technical College,NA,education,EDU,EDU,education,education: technical,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-361,POST-US,academic,O1,Mid-level,L3,1911,1,1911,NA,1913,academic,Teacher in English,Chihli Technical College,NA,education,EDU,EDU,education,education: technical,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-114,POST-US,academic,O1,Senior,L4,1912,1,1912,NA,NA,academic,Professor,Nanyang Polytechnic Institute,NA,education,EDU,EDU,education,education: technical,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-133,POST-US,consulting-professional,O6,Mid-level,L3,1915,1,1915,NA,NA,other,Physician,Government Polytechnic Institute (Shanghai),NA,education,EDU,EDU,education,education: technical,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-139,POST-US,academic,O1,Junior,L2,1911,1,1911,NA,1912,academic,Instructor in Business Law,Nanyang Polytechnic Institute,NA,education,EDU,EDU,education,education: technical,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-139,POST-US,academic,O1,Executive,L5,1912,2,1912,NA,NA,academic,Dean,Nanyang Polytechnic Institute,Preparatory Department,education,EDU,EDU,education,education: technical,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-239,POST-US,academic,O1,Mid-level,L3,1915,4,1915,NA,NA,academic,Teacher,Government Polytechnic Institute (Shanghai),NA,education,EDU,EDU,education,education: technical,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-31,POST-US,academic,O1,Mid-level,L3,1912,2,1912,NA,NA,academic,Teacher of English,Government Polytechnic Institute (Shanghai),NA,education,EDU,EDU,education,education: technical,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-41,POST-US,academic,O1,Mid-level,L3,1913,1,1913,NA,NA,academic,Teacher of Mathematics,Nanyang Railway and Mining College,NA,education,EDU,EDU,education,education: technical,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-51,POST-US,academic,O1,Mid-level,L3,1912,2,1912,NA,NA,academic,Teacher,Nanyang Railway and Mining College,NA,education,EDU,EDU,education,education: technical,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-73,POST-US,academic,O1,Senior,L4,1914,2,1913,NA,NA,academic,Professor,Government Polytechnic Institute (Shanghai),NA,education,EDU,EDU,education,education: technical,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-56,POST-US,academic,O1,Mid-level,L3,1910,1,1910,NA,1911,academic,Architectural Engineer,Liangkwang Polytechnic Insitute,NA,education,EDU,EDU,education,education: technical,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-63,POST-US,academic,O1,Mid-level,L3,1914,3,1914,NA,NA,academic,Teacher,Nanchang Polytechnic Institute,NA,education,EDU,EDU,education,education: technical,Nanchang,Jiangxi,Other,Jiangnan,S3
imh-11-122,POST-US,academic,O1,Senior,L4,1915,2,1915,NA,NA,academic,Professor,Waterways Engineering College,NA,education,EDU,EDU,education,education: technical,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-262,POST-US,academic,O1,Executive,L5,1915,1,1915,NA,NA,academic,Director,Waterways Engineering College,NA,education,EDU,EDU,education,education: technical,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-264,POST-US,academic,O1,Senior,L4,1915,1,1915,NA,NA,academic,Professor,Waterways Engineering College,NA,education,EDU,EDU,education,education: technical,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-290,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,1916,academic,Teacher in Mathematics,Waterways Engineering College,NA,education,EDU,EDU,education,education: technical,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-311,POST-US,academic,O1,Mid-level,L3,1916,2,1916,NA,NA,academic,Teacher in Mechanical Engineering,Waterways Engineering College,NA,education,EDU,EDU,education,education: technical,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-398,POST-US,academic,O1,Junior,L2,1916,1,1916,NA,1916,academic,Instructor,Waterways Engineering College,NA,education,EDU,EDU,education,education: technical,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-78,POST-US,academic,O1,Junior,L2,1915,1,1915,NA,NA,academic,Instructor in Drawing,Waterways Engineering College,NA,education,EDU,EDU,education,education: technical,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-78,POST-US,academic,O1,Senior,L4,1917,3,1915,NA,NA,academic,Professor of Surveying and Structural Engineering,Waterways Engineering College,NA,education,EDU,EDU,education,education: technical,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-128,POST-US,academic,O1,Junior,L2,1906,2,1906,NA,NA,academic,Instructor,Tientsin Industrial College,NA,education,EDU,EDU,education,education: vocational,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-19,POST-US,academic,O1,Mid-level,L3,1916,1,1916,NA,NA,academic,Teacher,Tientsin Industrial College,NA,education,EDU,EDU,education,education: vocational,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-344,POST-US,academic,O1,Senior,L4,1912,2,1912,NA,NA,academic,Professor,Tientsin Commercial College,NA,education,EDU,EDU,education,education: vocational,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-206,POST-US,academic,O1,Executive,L5,1916,2,1916,NA,NA,academic,Director,Y.M.C.A. School of Physical Education,NA,education,EDU,EDU,education,education: vocational,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-239,POST-US,academic,O1,Mid-level,L3,1913,1,1913,NA,NA,academic,Teacher,Y.M.C.A. Day School,NA,education,EDU,EDU,education,education: vocational,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-60,POST-US,academic,O1,Mid-level,L3,1915,6,1910,NA,1916,academic,Teacher,First Commercial School of Kiangsu,NA,education,EDU,EDU,education,education: vocational,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-85,POST-US,academic,O1,Mid-level,L3,1914,1,1914,NA,1915,academic,Teacher of English,Y.M.C.A. Day School,NA,education,EDU,EDU,education,education: vocational,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-68,POST-US,academic,O1,Junior,L2,1913,2,1913,NA,1916,academic,Instructor in English,Foochow Y.M.C.A. School,NA,education,EDU,EDU,education,education: vocational,Fuzhou,Fujian,Other,Jiangnan,S3
imh-11-68,POST-US,academic,O1,Executive,L5,1913,3,1913,NA,1916,academic,Dean,Foochow Y.M.C.A. School,NA,education,EDU,EDU,education,education: vocational,Fuzhou,Fujian,Other,Jiangnan,S3
imh-11-79,POST-US,academic,O1,Junior,L2,1916,2,1916,NA,NA,academic,Instructor in Science,Nantungchow Textile School,NA,education,EDU,EDU,education,education: vocational,Nantong,Jiangsu,Other,Jiangnan,S3
imh-11-99,POST-US,academic,O1,Mid-level,L3,1916,1,1916,NA,NA,academic,Teacher of Cotton Spinning,Nantungchow Textile School,NA,education,EDU,EDU,education,education: vocational,Nantong,Jiangsu,Other,Jiangnan,S3
imh-11-13,POST-US,administrative,O2,Mid-level,L3,1914,2,1914,NA,NA,administrative,Associate Secretary,Eddy's Evangelistic Campaign,NA,event,EVENT,EVENT,event,event: campaign,NA,Fujian,Other,Jiangnan,S3
imh-11-133,POST-US,official,O4,Mid-level,L3,1916,4,1916,NA,NA,representative,Delegate,Conference of Medical Terminology,NA,event,EVENT,EVENT,event,event: conference,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-193,POST-US,abroad,O7,Mid-level,L3,1912,11,NA,NA,NA,abroad,Delegate,International Conference of Chamber of Commerce,NA,event,EVENT,EVENT,event,event: conference,Boston,United States,Abroad,America,O1
imh-11-9,POST-US,abroad,O7,Mid-level,L3,1916,7,NA,NA,1917,abroad,Delegate,Fifth International Congress of Commerce,NA,event,EVENT,EVENT,event,event: conference,Boston,United States,Abroad,America,O1
imh-11-347,POST-US,official,O4,Mid-level,L3,1914,3,1915,NA,NA,representative,Delegate,International Immigration Conference,NA,event,EVENT,EVENT,event,event: conference,San Francisco,United States,Abroad,America,O1
imh-11-87,POST-US,abroad,O7,Other,L0,1913,6,1913,NA,NA,abroad,Special Delegate,Convention of the World's Student Christian Federation in the U.S.A.,NA,event,EVENT,EVENT,event,event: conference,NA,United States,Abroad,America,O1
imh-11-336,POST-US,abroad,O7,Mid-level,L3,1907,3,NA,NA,NA,abroad,Delegate,International Medical Conference,NA,event,EVENT,EVENT,event,event: conference,Manila,Philippine,Abroad,Asia-Pacific,O2
imh-11-9,POST-US,official,O4,Other,L0,1917,10,1917,NA,NA,representative,Special Government Delegate,Railway Conference in Japan,NA,event,EVENT,EVENT,event,event: conference,NA,Japan,Abroad,Asia-Pacific,O2
imh-11-336,POST-US,abroad,O7,Mid-level,L3,1909,4,NA,NA,NA,abroad,Delegate,International Conference of Leprosy Prevention,NA,event,EVENT,EVENT,event,event: conference,NA,Norway,Abroad,Europe,O3
imh-11-179,POST-US,official,O4,Senior,L4,1911,13,1911,NA,NA,representative,Delegate,Shanghai Peace Conference,NA,event,EVENT,EVENT,event,event: conference,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-271,POST-US,official,O4,Mid-level,L3,1916,16,1916,NA,NA,representative,Convention member,National Financial Convention,NA,event,EVENT,EVENT,event,event: convention,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-87,POST-US,official,O4,Other,L0,1912,4,1912,NA,NA,representative,Special Delegate,First National Educational Convention,NA,event,EVENT,EVENT,event,event: convention,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-149,POST-US,managerial,O3,Mid-level,L3,1915,2,1915,NA,NA,managerial,Track Meet Manager,Far Eastern Olympic Games,NA,event,EVENT,EVENT,event,event: convention,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-136,POST-US,abroad,O7,Mid-level,L3,1915,3,1913,NA,NA,abroad,Delegate,Panama Pacific International Exposition,NA,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-193,POST-US,abroad,O7,Mid-level,L3,1915,12,NA,NA,NA,abroad,Commissioner,Panama Pacific International Exposition,NA,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-228,POST-US,abroad,O7,Mid-level,L3,1915,6,1915,NA,NA,abroad,Delegate,Panama Pacific International Exposition,NA,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-267,POST-US,abroad,O7,Mid-level,L3,1915,3,1915,NA,NA,abroad,Delegate,Panama Pacific International Exposition,Chihli Provincial Delegation,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-325,POST-US,abroad,O7,Mid-level,L3,1912,5,1912,NA,1913,abroad,Secretary,Panama Pacific International Exposition,Chinese Commission,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-347,POST-US,abroad,O7,Executive,L5,1915,4,1915,NA,1916,abroad,Director,Panama Pacific International Exposition,Foreign Affairs Department,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-36,POST-US,abroad,O7,Mid-level,L3,1914,2,1914,NA,1914,abroad,Delegate,Panama Pacific International Exposition,NA,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-365,POST-US,abroad,O7,Senior,L4,1914,2,1914,NA,NA,abroad,Chief Translator,Panama Pacific International Exposition,Kwangtung Commission,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-51,POST-US,abroad,O7,Senior,L4,1915,6,1915,NA,NA,abroad,Honorary member,Panama Pacific International Exposition,NA,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-70,POST-US,abroad,O7,Mid-level,L3,1914,1,1914,NA,1917,abroad,English Secretary,Panama Pacific International Exposition,NA,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-9,POST-US,abroad,O7,Mid-level,L3,1915,5,1915,NA,NA,abroad,Delegate,Panama Pacific International Exposition,NA,event,EVENT,EVENT,event,event: exposition,San Francisco,United States,Abroad,America,O1
imh-11-197,POST-US,administrative,O2,Mid-level,L3,1909,1,1909,NA,NA,administrative,Secretary,Nanking Exposition,NA,event,EVENT,EVENT,event,event: exposition,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-284,POST-US,administrative,O2,Mid-level,L3,1916,1,1916,NA,NA,administrative,Translator,Chihli Commercial Museum,NA,facility,FAC,FAC,facility,facility: cultural,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-315,POST-US,consulting-professional,O6,Mid-level,L3,1915,2,1915,NA,1916,other,Surgeon,Hunan-Yale Hospital,NA,facility,FAC,FAC,facility,facility: health,Changsha,Hunan,Other,Central,C1
imh-11-74,POST-US,consulting-professional,O6,Mid-level,L3,1913,2,1913,NA,1914,other,Associate Physician,Yale Hospital,NA,facility,FAC,FAC,facility,facility: health,Changsha,Hunan,Other,Central,C1
imh-11-74,POST-US,consulting-professional,O6,Mid-level,L3,1913,3,1913,NA,1914,other,Physician in Charge,Hunan Red Cross Hospital,NA,facility,FAC,FAC,facility,facility: health,Changsha,Hunan,Other,Central,C1
imh-11-303,POST-US,managerial,O3,Executive,L5,1910,4,1910,NA,1912,managerial,Co-Director,Tientsin Hospital,NA,facility,FAC,FAC,facility,facility: health,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-303,POST-US,consulting-professional,O6,Senior,L4,1903,2,1903,NA,1906,other,Chief Medical Officer,Shantung Hospital,NA,facility,FAC,FAC,facility,facility: health,Jinan,Shandong,Other,North-Northeast,N2
imh-11-303,POST-US,consulting-professional,O6,Mid-level,L3,1901,1,1901,NA,1903,other,Surgeon in Charge,China Inland Mission Hospital,NA,facility,FAC,FAC,facility,facility: health,Zhifu,Shandong,Other,North-Northeast,N2
imh-11-39,POST-US,consulting-professional,O6,Senior,L4,1911,2,1911,NA,1912,other,Chief Medical Officer,Mancouli Hospital,NA,facility,FAC,FAC,facility,facility: health,NA,Heilongjiang,Other,North-Northeast,N2
imh-11-321,POST-US,consulting-professional,O6,Mid-level,L3,1902,1,1902,NA,1910,other,Resident Surgeon,Tung Wah Hospital,NA,facility,FAC,FAC,facility,facility: health,Hongkong,Hongkong,Abroad,Asia-Pacific,O2
imh-11-1,POST-US,consulting-professional,O6,Mid-level,L3,1916,2,1916,NA,NA,other,Physician in Charge,St. Luke's Hospital,NA,facility,FAC,FAC,facility,facility: health,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-345,POST-US,consulting-professional,O6,Mid-level,L3,1916,2,1916,NA,NA,other,Surgeon,Red Cross General Hospital,NA,facility,FAC,FAC,facility,facility: health,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-74,POST-US,technical,O5,Mid-level,L3,1916,4,1916,NA,1917,technical,Staff member,Red Cross General Hospital,Harvard Out Patient Department,facility,FAC,FAC,facility,facility: health,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-192,POST-US,consulting-professional,O6,Mid-level,L3,1898,1,1898,NA,NA,other,House Physician,Canton Hospital,NA,facility,FAC,FAC,facility,facility: health,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-61,POST-US,consulting-professional,O6,Mid-level,L3,1915,2,1915,NA,NA,other,Pathologist,Canton Hospital,NA,facility,FAC,FAC,facility,facility: health,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-84,POST-US,academic,O1,Executive,L5,1916,4,1916,NA,NA,academic,Dean,Canton Southern Hospital,NA,facility,FAC,FAC,facility,facility: health,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-23,POST-US,consulting-professional,O6,Mid-level,L3,1896,1,1896,NA,NA,other,Physician,Kiukiang Hospital,NA,facility,FAC,FAC,facility,facility: health,Jiujiang,Jiangxi,Other,Jiangnan,S3
imh-11-274,POST-US,consulting-professional,O6,Mid-level,L3,1912,1,1912,NA,NA,other,Physician in Charge,Friends Hospital,NA,facility,FAC,FAC,facility,facility: health,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-336,POST-US,consulting-professional,O6,Senior,L4,1905,1,1905,NA,1906,other,Chief Physician,Chung Hsi Hospital,NA,facility,FAC,FAC,facility,facility: health,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-249,POST-US,administrative,O2,Mid-level,L3,1912,5,1912,NA,1914,administrative,Prison Inspector,NA,NA,facility,FAC,FAC,facility,facility: prison,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-340,POST-US,technical,O5,Mid-level,L3,1915,2,1915,NA,1916,technical,Soil Chemist,Central Government Agricultural Experiment Station,NA,works,ENG,ENG,facility,facility: station,Changsha,Hunan,Other,Central,C1
imh-11-181,POST-US,managerial,O3,Executive,L5,1915,4,NA,NA,NA,managerial,Director,Peking Central Agricultural Experiment Station,NA,works,ENG,ENG,facility,facility: station,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-184,POST-US,managerial,O3,Executive,L5,1913,2,1913,NA,1914,managerial,Director,Peking Forestry Station,NA,works,ENG,ENG,facility,facility: station,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-228,POST-US,managerial,O3,Senior,L4,1914,5,1914,NA,NA,managerial,Chief of Department,Central Agricultural Experiment Station,Department of Plant Pathology and Entomology,works,ENG,ENG,facility,facility: station,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-81,POST-US,technical,O5,Mid-level,L3,1915,2,1915,NA,1916,technical,Chemist,Central Agricultural Experiment Station,NA,works,ENG,ENG,facility,facility: station,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-181,POST-US,managerial,O3,Executive,L5,1908,1,1908,9,1912,managerial,Director,Canton Agricultural Experiment Station,NA,works,ENG,ENG,facility,facility: station,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-396,POST-US,technical,O5,Mid-level,L3,1916,1,NA,NA,NA,technical,Engineer,Canton Wireless Station,NA,works,ENG,ENG,facility,facility: station,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-189,POST-US,academic,O1,Mid-level,L3,1912,1,1912,NA,1916,academic,Teacher,Kwangtung Agricultural Experimental Station,NA,works,ENG,ENG,facility,facility: station,NA,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-189,POST-US,technical,O5,Junior,L2,1912,2,1912,NA,1916,technical,Experimenter,Kwangtung Agricultural Experimental Station,NA,works,ENG,ENG,facility,facility: station,NA,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-237,POST-US,managerial,O3,Executive,L5,1916,1,1916,NA,NA,managerial,Director,Nantungchow Experiment Station,NA,works,ENG,ENG,facility,facility: station,Nantong,Jiangsu,Other,Jiangnan,S3
imh-11-22,POST-US,managerial,O3,Executive,L5,1914,1,1914,NA,NA,managerial,Director,Agricultural Experiment Station,NA,works,ENG,ENG,facility,facility: station,Suzhou,Jiangsu,Other,Jiangnan,S3
imh-11-257,POST-US,technical,O5,Junior,L2,1913,2,1913,NA,NA,technical,Assistant Engineer,Szechuen Provincial Railway,NA,railway,RAIL,RAIL,facility,railway: China,NA,Sichuan,Other,West,C2
imh-11-162,POST-US,managerial,O3,Executive,L5,1881,1,1881,NA,NA,managerial,Managing Director,Shanhaikwan-Tientsin Railway,NA,railway,RAIL,RAIL,facility,railway: China,NA,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-368,POST-US,technical,O5,Student,L1,1885,1,1885,NA,1891,technical,Railway Student,Shanhaikwan-Tientsin Railway,NA,railway,RAIL,RAIL,facility,railway: China,NA,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-116,POST-US,administrative,O2,Mid-level,L3,1909,2,1909,NA,1910,administrative,Inspector,"Kiangsu, Chekiang, Fukien, and Kwantung Railroads",NA,railway,RAIL,RAIL,facility,railway: China,NA,NA,Other,Jiangnan,S3
imh-11-378,POST-US,abroad,O7,Mid-level,L3,1915,1,1915,NA,NA,abroad,Third Secretary,Ministry of Foreign Affairs,Chinese Legation to Mexico,government: abroad,GOVF,GOVF,government,government: abroad,Mexico,Mexico,Abroad,America,O1
imh-11-397,POST-US,abroad,O7,Top Executive,L6,1915,5,1915,NA,NA,abroad,Ambassador,Ministry of Foreign Affairs,Chinese Legation in Mexico,government: abroad,GOVF,GOVF,government,government: abroad,Mexico,Mexico,Abroad,America,O1
imh-11-342,POST-US,abroad,O7,Mid-level,L3,1882,2,1882,NA,NA,abroad,Translator,Ministry of Foreign Affairs,Chinese Consulate,government: abroad,GOVF,GOVF,government,government: abroad,New York,United States,Abroad,America,O1
imh-11-347,POST-US,abroad,O7,Executive,L5,1907,1,1907,NA,NA,abroad,Vice-Consul,Ministry of Foreign Affairs,Chinese Consulate,government: abroad,GOVF,GOVF,government,government: abroad,San Francisco,United States,Abroad,America,O1
imh-11-347,POST-US,abroad,O7,Executive,L5,1913,2,1913,NA,NA,abroad,Consul-General,Ministry of Foreign Affairs,Consulate-General,government: abroad,GOVF,GOVF,government,government: abroad,San Francisco,United States,Abroad,America,O1
imh-11-382,POST-US,abroad,O7,Junior,L2,1916,2,1916,NA,NA,abroad,Assistant Consul,Ministry of Foreign Affairs,Chinese Consulate at San Francisco,government: abroad,GOVF,GOVF,government,government: abroad,San Francisco,United States,Abroad,America,O1
imh-11-136,POST-US,abroad,O7,Mid-level,L3,1915,4,1913,NA,1916,abroad,Government Official,Ministry of Foreign Affairs,Chinese Legation in Washington D.C.,government: abroad,GOVF,GOVF,government,government: abroad,"Washington, D.C.",United States,Abroad,America,O1
imh-11-291,POST-US,abroad,O7,Mid-level,L3,1908,2,1908,NA,1909,abroad,Secretary,Ministry of Foreign Affairs,Special Embassador to U.S.A.,government: abroad,GOVF,GOVF,government,government: abroad,"Washington, D.C.",United States,Abroad,America,O1
imh-11-342,POST-US,abroad,O7,Mid-level,L3,1884,3,1884,NA,NA,abroad,Translator,Ministry of Foreign Affairs,Chinese Legation,government: abroad,GOVF,GOVF,government,government: abroad,"Washington, D.C.",United States,Abroad,America,O1
imh-11-378,POST-US,abroad,O7,Mid-level,L3,1916,2,1915,NA,NA,abroad,Third Secretary,Ministry of Foreign Affairs,Chinese Legation to the United States,government: abroad,GOVF,GOVF,government,government: abroad,"Washington, D.C.",United States,Abroad,America,O1
imh-11-397,POST-US,abroad,O7,Top Executive,L6,1915,7,1915,NA,NA,abroad,Ambassador,Ministry of Foreign Affairs,Chinese Legation in the United States,government: abroad,GOVF,GOVF,government,government: abroad,"Washington, D.C.",United States,Abroad,America,O1
imh-11-397,POST-US,abroad,O7,Top Executive,L6,1915,6,1915,NA,NA,abroad,Ambassador,Ministry of Foreign Affairs,Chinese Legation in Cuba,government: abroad,GOVF,GOVF,government,government: abroad,NA,Cuba,Abroad,America,O1
imh-11-382,POST-US,official,O4,Junior,L2,1914,1,1914,NA,1916,official,Assistant Consul,Ministry of Foreign Affairs,Chinese Consulate at Soerabaya,government: abroad,GOVF,GOVF,government,government: abroad,Soerabaya,Java,Abroad,Asia-Pacific,O2
imh-11-179,POST-US,abroad,O7,Executive,L5,1886,2,1886,NA,NA,abroad,Consul,Ministry of Foreign Affairs,Chinese Consultate in Korea,government: abroad,GOVF,GOVF,government,government: abroad,NA,Korea,Abroad,Asia-Pacific,O2
imh-11-227,POST-US,administrative,O2,Mid-level,L3,1907,2,1907,NA,1908,administrative,Second Secretary,Ministry of Foreign Affairs,Chinese Legation in Japan,government: abroad,GOVF,GOVF,government,government: abroad,NA,Japan,Abroad,Asia-Pacific,O2
